Date,Time,Source,Source_port,Destination,Dest_Port,Protocol,Service,Policy_ID,State,Action,Duration,Bytes,Packets,Attack
2025-01-01,13:13:48,172.21.115.54,48090,192.103.128.223,80,tcp,http,POL-570,ESTABLISHED,allow,4.003,1660,3,benign
2025-01-01,13:13:49,192.168.4.243,7560,118.9.50.71,247,tcp,https,POL-109,ESTABLISHED,deny,2.526,40,1,port_scan
2025-01-01,13:14:05,192.168.162.125,2459,202.115.250.143,443,tcp,https,POL-517,FIN_WAIT,allow,0.162,733,1,benign
2025-01-01,13:14:11,172.18.62.158,40269,80.208.28.208,6379,tcp,redis,POL-840,ESTABLISHED,allow,5.4,3638,5,benign
2025-01-01,13:14:22,10.197.78.208,47180,147.83.124.107,22,tcp,ssh,POL-294,ESTABLISHED,allow,1.72,1012,1,benign
2025-01-01,13:14:32,10.119.67.140,36669,143.103.61.26,27017,tcp,mongodb,POL-885,ESTABLISHED,allow,16.998,4447,11,benign
2025-01-01,13:14:49,192.168.98.101,46123,117.180.52.120,143,tcp,imap,POL-927,ESTABLISHED,allow,8.076,2008,2,benign
2025-01-01,13:14:50,192.168.253.101,25985,90.37.31.240,3306,tcp,mysql,POL-411,ESTABLISHED,allow,5.79,1789,4,benign
2025-01-01,13:15:06,134.7.32.14,19671,30.167.24.130,143,tcp,imap,POL-411,ESTABLISHED,allow,4.022,3217,9,benign
2025-01-01,13:15:09,10.82.115.170,37254,83.163.122.198,8080,tcp,ssh,POL-977,ESTABLISHED,allow,2.175,1608,2,benign
2025-01-01,13:15:14,138.47.114.102,30900,5.112.182.178,3389,tcp,rdp,POL-733,ESTABLISHED,allow,1.847,1486,4,benign
2025-01-01,13:15:16,172.31.140.77,47366,192.168.243.203,22,tcp,ssh,POL-906,ESTABLISHED,deny,2.794,353,1,brute_force
2025-01-01,13:15:28,10.188.64.37,27223,126.178.237.62,5432,tcp,postgres,POL-183,ESTABLISHED,allow,3.111,1883,4,benign
2025-01-01,13:15:46,10.5.200.21,12679,37.224.119.44,80,tcp,rdp,POL-708,ESTABLISHED,deny,4.692,748,1,ddos
2025-01-01,13:15:53,172.30.131.179,26912,156.183.86.138,443,udp,postgres,POL-900,CLOSED,deny,0.76,276,1,ddos
2025-01-01,13:15:57,192.168.253.137,25694,109.251.229.249,1521,tcp,imap,POL-383,ESTABLISHED,allow,2.615,1541,1,benign
2025-01-01,13:16:01,192.168.159.199,58525,10.135.26.2,143,tcp,imap,POL-583,ESTABLISHED,deny,8.992,471,2,benign
2025-01-01,13:16:02,192.168.206.38,19755,200.176.51.19,6379,tcp,redis,POL-498,ESTABLISHED,allow,3.086,2207,2,benign
2025-01-01,13:16:05,192.168.151.78,59945,162.72.171.168,5432,tcp,postgres,POL-901,ESTABLISHED,allow,1.432,1107,1,benign
2025-01-01,13:16:15,172.18.106.98,30974,203.198.228.98,3306,tcp,mysql,POL-877,ESTABLISHED,allow,8.284,2227,5,benign
2025-01-01,13:16:22,10.226.72.129,21491,62.80.238.101,27017,tcp,mongodb,POL-970,SYN_ACK,allow,0.132,553,1,benign
2025-01-01,13:16:29,10.177.51.58,54999,171.109.93.11,110,tcp,pop3,POL-617,ESTABLISHED,allow,7.44,3178,9,benign
2025-01-01,13:16:38,172.21.86.10,56843,207.16.64.224,3306,tcp,mysql,POL-900,ESTABLISHED,allow,2.515,1159,4,benign
2025-01-01,13:16:56,172.24.241.109,26185,98.161.205.8,6379,tcp,redis,POL-604,ESTABLISHED,allow,1.404,801,3,benign
2025-01-01,13:17:05,10.251.68.128,33539,140.236.184.113,143,tcp,imap,POL-661,ESTABLISHED,allow,3.366,1318,2,benign
2025-01-01,13:17:18,172.19.84.150,36243,77.166.33.27,5432,tcp,postgres,POL-795,ESTABLISHED,allow,5.935,2328,10,benign
2025-01-01,13:17:24,219.201.52.185,17040,198.152.191.96,5432,tcp,postgres,POL-129,ESTABLISHED,deny,4.824,624,1,benign
2025-01-01,13:17:34,172.28.253.100,26485,102.116.82.247,9200,tcp,mysql,POL-875,ESTABLISHED,allow,4.79,1519,3,benign
2025-01-01,13:17:51,10.205.50.102,42109,209.5.229.69,53,udp,dns,POL-120,CLOSED,allow,0.484,547,1,dns_tunnel
2025-01-01,13:18:01,192.168.205.207,18814,191.121.44.102,53,tcp,http,POL-566,ESTABLISHED,allow,1.82,1679,4,benign
2025-01-01,13:18:12,192.168.214.130,56244,215.68.21.95,323,tcp,http,POL-574,ESTABLISHED,deny,8.575,40,1,port_scan
2025-01-01,13:18:21,192.168.181.60,22388,126.194.80.110,110,tcp,pop3,POL-483,SYN_SENT,allow,0.018,360,1,benign
2025-01-01,13:18:33,10.47.74.243,60076,170.142.131.151,1433,tcp,mongodb,POL-948,ESTABLISHED,allow,13.298,4144,5,benign
2025-01-01,13:18:52,172.28.61.242,37120,181.92.35.133,27017,tcp,mongodb,POL-264,ESTABLISHED,allow,1.32,1248,1,benign
2025-01-01,13:18:58,10.170.248.39,51841,11.3.168.33,53,udp,dns,POL-738,CLOSED,deny,0.067,150,1,benign
2025-01-01,13:18:58,10.138.209.198,18159,45.227.81.61,6379,tcp,redis,POL-554,ESTABLISHED,allow,9.565,3657,4,benign
2025-01-01,13:19:14,10.63.204.83,61697,39.241.32.118,1433,tcp,redis,POL-632,ESTABLISHED,allow,1.774,2110,2,benign
2025-01-01,13:19:34,172.25.200.69,11523,69.194.228.36,6379,tcp,redis,POL-929,ESTABLISHED,allow,2.63,988,2,benign
2025-01-01,13:19:43,192.168.186.211,25142,82.78.153.187,25,tcp,smtp,POL-943,ESTABLISHED,deny,4.447,262,1,benign
2025-01-01,13:19:45,165.180.80.167,8995,94.239.50.99,80,tcp,http,POL-254,SYN_ACK,allow,0.407,573,2,benign
2025-01-01,13:19:48,10.77.61.240,55754,27.235.93.101,120,tcp,mysql,POL-489,ESTABLISHED,allow,2.569,116,1,port_scan
2025-01-01,13:20:04,15.165.215.109,61383,14.87.142.196,25,tcp,pop3,POL-840,ESTABLISHED,allow,7.294,2394,4,benign
2025-01-01,13:20:08,10.159.63.132,36692,41.229.138.159,22,tcp,ssh,POL-880,ESTABLISHED,allow,2.498,1231,1,benign
2025-01-01,13:20:17,192.168.191.64,22103,40.81.204.154,750,tcp,postgres,POL-694,ESTABLISHED,deny,7.117,40,1,port_scan
2025-01-01,13:20:35,10.199.131.154,33051,141.137.23.129,53,udp,dns,POL-358,CLOSED,allow,0.059,292,1,benign
2025-01-01,13:20:47,157.171.193.35,43401,161.210.47.80,110,tcp,pop3,POL-437,ESTABLISHED,allow,6.235,2025,3,benign
2025-01-01,13:21:02,10.23.205.18,33705,72.108.49.109,3389,tcp,rdp,POL-936,ESTABLISHED,allow,5.122,4171,11,benign
2025-01-01,13:21:02,172.30.245.243,33703,161.244.47.202,5432,tcp,postgres,POL-701,FIN_WAIT,allow,0.503,745,1,benign
2025-01-01,13:21:20,172.24.116.195,15606,64.173.52.184,3389,tcp,rdp,POL-541,ESTABLISHED,allow,1.878,1117,2,benign
2025-01-01,13:21:20,172.31.64.108,33511,148.147.176.118,80,udp,smtp,POL-436,CLOSED,allow,0.48,1733,3,ddos
2025-01-01,13:21:39,10.224.115.186,21270,220.117.117.210,27017,tcp,mongodb,POL-489,FIN_WAIT,allow,0.622,1135,1,benign
2025-01-01,13:21:47,172.18.41.220,31338,57.216.45.35,995,tcp,pop3,POL-222,SYN_ACK,deny,0.566,40,1,port_scan
2025-01-01,13:22:03,57.34.169.112,6032,172.25.227.100,110,tcp,pop3,POL-453,SYN_ACK,allow,0.732,582,1,benign
2025-01-01,13:22:23,10.132.107.160,57271,91.81.202.68,3389,tcp,rdp,POL-962,ESTABLISHED,allow,4.998,2777,10,benign
2025-01-01,13:22:40,10.207.140.244,23654,168.34.7.209,53,udp,dns,POL-352,CLOSED,allow,0.093,884,1,benign
2025-01-01,13:22:47,192.168.222.190,49950,22.238.170.41,53,udp,dns,POL-280,CLOSED,allow,0.051,264,1,dns_tunnel
2025-01-01,13:23:00,192.168.116.171,29858,96.245.77.12,80,tcp,http,POL-525,SYN_ACK,allow,0.169,548,1,benign
2025-01-01,13:23:16,192.168.23.120,50587,119.125.56.29,80,tcp,http,POL-988,FIN_WAIT,allow,0.521,570,1,benign
2025-01-01,13:23:21,172.19.7.119,18718,175.143.121.41,3306,tcp,mysql,POL-125,ESTABLISHED,allow,5.191,2717,4,benign
2025-01-01,13:23:33,192.168.237.240,59008,95.55.28.110,80,tcp,http,POL-369,ESTABLISHED,allow,1.442,850,3,benign
2025-01-01,13:23:50,10.123.162.65,36254,161.241.56.47,3389,tcp,rdp,POL-790,ESTABLISHED,allow,8.013,1819,3,benign
2025-01-01,13:24:08,192.168.232.161,36979,215.254.244.10,22,tcp,ssh,POL-319,ESTABLISHED,allow,1.115,926,1,benign
2025-01-01,13:24:14,192.168.161.203,52056,64.55.99.114,27017,tcp,mongodb,POL-449,ESTABLISHED,allow,2.279,1605,2,benign
2025-01-01,13:24:22,192.168.24.40,50216,173.206.229.37,6379,tcp,redis,POL-611,SYN_ACK,allow,0.707,862,2,benign
2025-01-01,13:24:34,10.227.93.154,34818,97.98.64.133,3389,tcp,rdp,POL-557,ESTABLISHED,allow,4.205,1413,3,benign
2025-01-01,13:24:34,172.23.252.124,21488,61.9.137.209,53,udp,redis,POL-950,CLOSED,allow,0.114,792,1,ddos
2025-01-01,13:24:48,192.168.13.175,16190,67.223.109.201,22,tcp,ssh,POL-452,ESTABLISHED,allow,4.686,1807,4,benign
2025-01-01,13:24:57,192.168.46.148,30283,168.163.107.174,8443,tcp,ssh,POL-956,ESTABLISHED,allow,2.333,2134,2,benign
2025-01-01,13:25:17,166.107.236.188,22725,174.27.31.137,25,tcp,smtp,POL-764,SYN_ACK,allow,0.335,902,1,benign
2025-01-01,13:25:23,192.168.179.179,27945,140.4.146.240,6379,tcp,redis,POL-837,SYN_ACK,allow,0.355,731,1,benign
2025-01-01,13:25:32,10.3.19.183,31881,134.14.105.82,110,tcp,pop3,POL-665,SYN_ACK,allow,0.437,812,2,benign
2025-01-01,13:25:41,172.20.156.99,1073,189.93.58.111,865,tcp,imap,POL-715,ESTABLISHED,deny,1.767,40,1,port_scan
2025-01-01,13:25:57,192.168.120.243,61886,217.145.112.34,80,tcp,pop3,POL-209,ESTABLISHED,allow,6.561,5244,10,ddos
2025-01-01,13:26:14,172.20.195.25,44992,169.114.101.186,9200,tcp,imap,POL-745,ESTABLISHED,allow,3.011,1749,2,benign
2025-01-01,13:26:14,192.168.76.200,60706,172.224.166.110,80,tcp,http,POL-554,ESTABLISHED,allow,11.593,21868,55,exfiltration
2025-01-01,13:26:16,172.22.31.49,45297,40.225.8.197,80,tcp,http,POL-564,ESTABLISHED,allow,14.187,3500,9,benign
2025-01-01,13:26:19,133.136.212.19,16704,216.75.162.216,53,udp,dns,POL-393,CLOSED,allow,0.078,544,2,benign
2025-01-01,13:26:29,192.168.9.43,4627,7.187.117.81,22,tcp,ssh,POL-248,FIN_WAIT,allow,0.233,981,1,benign
2025-01-01,13:26:34,172.23.26.45,38914,218.129.18.131,24,tcp,rdp,POL-904,FIN_WAIT,deny,0.812,40,1,port_scan
2025-01-01,13:26:47,62.238.55.112,64896,192.168.24.60,1433,tcp,smtp,POL-248,FIN_WAIT,allow,0.973,762,1,benign
2025-01-01,13:27:04,172.26.201.2,13141,78.219.119.98,21,tcp,mysql,POL-502,ESTABLISHED,allow,1.311,1296,1,benign
2025-01-01,13:27:19,172.23.101.84,58762,23.225.191.105,5432,tcp,postgres,POL-530,ESTABLISHED,allow,9.516,2415,8,benign
2025-01-01,13:27:20,10.150.5.151,51468,57.110.230.52,6379,tcp,redis,POL-721,SYN_ACK,allow,0.442,712,1,benign
2025-01-01,13:27:34,172.23.197.191,29465,212.11.241.145,8443,tcp,mysql,POL-496,ESTABLISHED,allow,4.435,2199,4,benign
2025-01-01,13:27:49,172.31.216.133,57856,7.63.224.160,5432,tcp,postgres,POL-709,ESTABLISHED,allow,8.044,1721,4,benign
2025-01-01,13:27:51,173.82.210.1,41990,57.4.141.237,3306,tcp,mysql,POL-137,ESTABLISHED,allow,10.375,2050,3,benign
2025-01-01,13:27:54,10.245.24.6,59548,174.144.133.143,3389,tcp,rdp,POL-952,ESTABLISHED,allow,5.269,1531,2,benign
2025-01-01,13:27:59,10.78.67.19,30452,115.69.89.95,3306,tcp,mysql,POL-353,ESTABLISHED,allow,3.075,1051,1,benign
2025-01-01,13:28:17,10.127.45.184,47481,130.202.217.71,322,tcp,http,POL-562,ESTABLISHED,deny,6.933,40,1,port_scan
2025-01-01,13:28:36,14.22.247.152,41149,168.97.119.91,22,tcp,ssh,POL-585,ESTABLISHED,allow,5.817,2297,2,benign
2025-01-01,13:28:39,172.16.125.190,21557,117.233.29.107,80,udp,mongodb,POL-549,CLOSED,deny,0.008,61,1,ddos
2025-01-01,13:28:51,10.109.146.32,47013,71.85.62.206,110,tcp,pop3,POL-750,ESTABLISHED,allow,9.635,1876,4,benign
2025-01-01,13:29:11,172.21.136.103,37372,203.159.215.161,273,tcp,rdp,POL-251,ESTABLISHED,deny,5.701,40,1,port_scan
2025-01-01,13:29:30,10.93.254.171,26002,188.225.173.154,3389,tcp,rdp,POL-223,FIN_WAIT,allow,0.21,514,1,benign
2025-01-01,13:29:32,91.25.21.89,25270,8.61.83.94,110,tcp,pop3,POL-801,ESTABLISHED,allow,1.539,1033,1,benign
2025-01-01,13:29:33,172.23.174.76,64176,48.164.27.49,1433,tcp,redis,POL-837,ESTABLISHED,allow,1.09,932,3,benign
2025-01-01,13:29:39,10.184.126.255,52046,60.127.136.36,80,tcp,http,POL-216,ESTABLISHED,deny,13.516,569,1,benign
2025-01-01,13:29:39,192.168.115.242,26150,17.148.26.208,5432,tcp,postgres,POL-212,ESTABLISHED,allow,7.796,1715,8,benign
2025-01-01,13:29:52,172.18.242.1,44667,51.85.121.228,143,tcp,imap,POL-997,ESTABLISHED,allow,8.635,2204,2,benign
2025-01-01,13:29:54,192.168.186.33,1954,84.241.170.94,80,tcp,http,POL-641,ESTABLISHED,allow,11.036,2712,8,benign
2025-01-01,13:30:12,151.156.197.68,18377,34.91.89.170,80,tcp,http,POL-892,SYN_ACK,allow,0.84,918,2,benign
2025-01-01,13:30:18,10.203.155.80,44120,172.24.62.231,443,tcp,https,POL-509,ESTABLISHED,allow,1.998,1196,2,benign
2025-01-01,13:30:38,188.149.4.229,63140,167.173.179.124,9200,tcp,ssh,POL-335,ESTABLISHED,allow,10.963,2826,5,benign
2025-01-01,13:30:38,10.214.248.153,53925,164.185.143.4,27017,tcp,mongodb,POL-592,ESTABLISHED,allow,2.607,1471,1,benign
2025-01-01,13:30:54,192.168.166.145,31169,63.90.174.199,53,udp,dns,POL-566,CLOSED,allow,0.058,333,1,benign
2025-01-01,13:30:55,192.168.251.189,32534,22.53.101.55,8080,tcp,redis,POL-161,ESTABLISHED,allow,2.864,1933,3,benign
2025-01-01,13:31:02,10.101.36.169,37486,187.170.198.123,27017,tcp,mongodb,POL-561,ESTABLISHED,allow,1.501,811,1,benign
2025-01-01,13:31:22,10.3.72.149,29399,170.167.33.207,443,tcp,https,POL-231,ESTABLISHED,allow,1.356,8832,23,exfiltration
2025-01-01,13:31:34,192.168.118.200,20843,10.154.176.77,22,tcp,ssh,POL-171,ESTABLISHED,deny,14.806,1356,1,brute_force
2025-01-01,13:31:34,192.168.67.182,28081,148.200.203.148,5432,tcp,postgres,POL-466,ESTABLISHED,allow,2.037,1065,1,benign
2025-01-01,13:31:54,135.169.24.195,3495,17.54.225.228,27017,tcp,mongodb,POL-405,ESTABLISHED,allow,7.133,2095,2,benign
2025-01-01,13:31:59,10.55.178.122,16118,198.63.225.213,443,tcp,https,POL-269,ESTABLISHED,allow,3.858,1852,7,benign
2025-01-01,13:32:18,192.168.50.226,33160,149.87.223.129,80,tcp,http,POL-464,ESTABLISHED,allow,4.265,1553,6,benign
2025-01-01,13:32:22,192.168.54.64,29541,172.16.28.232,27017,tcp,mongodb,POL-372,ESTABLISHED,allow,5.506,2656,6,benign
2025-01-01,13:32:29,10.1.202.100,62877,91.158.108.34,25,tcp,smtp,POL-601,ESTABLISHED,allow,2.4,929,2,benign
2025-01-01,13:32:41,192.168.62.131,17982,99.125.250.198,6379,tcp,redis,POL-380,ESTABLISHED,allow,10.765,5594,19,benign
2025-01-01,13:32:45,172.25.218.247,5606,17.204.80.64,22,tcp,ssh,POL-674,ESTABLISHED,deny,3.147,340,1,brute_force
2025-01-01,13:32:54,10.184.121.164,17774,27.132.238.151,5432,tcp,postgres,POL-742,FIN_WAIT,allow,0.978,1145,2,benign
2025-01-01,13:33:11,192.168.2.19,5546,140.200.86.39,3306,tcp,mysql,POL-192,ESTABLISHED,allow,11.148,2265,8,benign
2025-01-01,13:33:23,192.168.23.204,27585,95.91.146.220,3306,tcp,mysql,POL-955,ESTABLISHED,allow,3.727,2602,3,benign
2025-01-01,13:33:27,172.27.164.93,52250,192.168.140.78,53,udp,dns,POL-629,CLOSED,allow,0.188,250,1,dns_tunnel
2025-01-01,13:33:35,172.16.35.244,36456,205.18.106.148,53,udp,dns,POL-665,CLOSED,allow,0.669,1061,1,benign
2025-01-01,13:33:37,172.29.196.211,51526,70.176.74.111,6379,tcp,redis,POL-473,ESTABLISHED,allow,4.251,1952,3,benign
2025-01-01,13:33:52,87.169.89.218,31261,172.18.29.18,22,tcp,ssh,POL-798,ESTABLISHED,allow,6.834,2240,2,benign
2025-01-01,13:33:57,172.22.11.198,15870,10.80.187.71,110,tcp,pop3,POL-397,ESTABLISHED,allow,3.691,1219,1,benign
2025-01-01,13:34:12,172.16.19.112,2983,17.176.41.99,80,tcp,http,POL-843,FIN_WAIT,allow,0.228,425,1,benign
2025-01-01,13:34:26,10.198.201.36,27035,92.173.194.131,25,tcp,https,POL-163,ESTABLISHED,allow,1.165,724,1,benign
2025-01-01,13:34:43,192.168.154.167,18203,176.241.213.85,443,tcp,https,POL-278,ESTABLISHED,allow,21.837,4046,15,benign
2025-01-01,13:34:47,10.201.92.179,47679,201.188.31.122,80,tcp,http,POL-671,FIN_WAIT,allow,0.585,948,1,benign
2025-01-01,13:35:00,192.168.148.160,28021,83.111.185.117,3306,tcp,mysql,POL-506,ESTABLISHED,allow,8.278,4934,6,benign
2025-01-01,13:35:07,172.21.88.120,54394,114.237.29.229,3389,tcp,rdp,POL-234,ESTABLISHED,allow,1.462,1192,1,benign
2025-01-01,13:35:16,172.19.47.45,18175,162.138.215.117,443,tcp,https,POL-553,ESTABLISHED,deny,3.079,372,1,benign
2025-01-01,13:35:22,172.17.12.209,27168,169.188.158.57,143,tcp,imap,POL-815,ESTABLISHED,allow,6.938,2141,3,benign
2025-01-01,13:35:42,183.8.124.79,47553,151.253.228.83,372,tcp,redis,POL-899,ESTABLISHED,deny,2.405,40,1,port_scan
2025-01-01,13:35:46,10.61.121.169,6525,19.74.170.175,5432,tcp,postgres,POL-975,FIN_WAIT,allow,0.58,1237,4,benign
2025-01-01,13:35:54,10.64.67.184,23654,56.139.239.38,80,tcp,http,POL-161,SYN_ACK,allow,0.181,3746,4,exfiltration
2025-01-01,13:36:00,192.168.199.240,36636,196.36.184.254,443,tcp,https,POL-461,ESTABLISHED,allow,12.768,4291,5,benign
2025-01-01,13:36:04,192.168.19.7,10382,214.123.102.75,9200,tcp,imap,POL-758,ESTABLISHED,allow,4.185,2411,2,benign
2025-01-01,13:36:05,172.17.28.203,47832,168.118.151.248,22,tcp,ssh,POL-791,ESTABLISHED,deny,4.901,522,1,benign
2025-01-01,13:36:08,192.168.100.184,11462,10.24.54.239,80,tcp,http,POL-676,ESTABLISHED,allow,9.195,2210,6,benign
2025-01-01,13:36:25,192.168.230.66,8700,51.24.90.44,80,tcp,http,POL-601,ESTABLISHED,allow,2.85,2400,2,benign
2025-01-01,13:36:28,172.30.76.117,25149,103.178.217.24,3306,tcp,mysql,POL-379,ESTABLISHED,allow,2.252,1360,2,benign
2025-01-01,13:36:40,172.22.2.186,62011,2.197.192.107,110,tcp,pop3,POL-874,FIN_WAIT,deny,0.384,133,1,benign
2025-01-01,13:37:00,192.168.161.28,64233,136.246.247.121,3389,tcp,rdp,POL-459,SYN_ACK,allow,0.488,726,2,benign
2025-01-01,13:37:09,24.178.37.176,52822,191.14.112.185,443,tcp,https,POL-908,ESTABLISHED,allow,16.717,3381,6,benign
2025-01-01,13:37:15,10.71.115.240,2210,122.156.183.23,22,tcp,ssh,POL-172,ESTABLISHED,deny,10.435,486,1,brute_force
2025-01-01,13:37:31,172.16.214.112,40183,66.73.217.2,80,tcp,http,POL-550,ESTABLISHED,allow,7.536,1980,8,benign
2025-01-01,13:37:44,192.168.39.77,37589,12.89.73.40,712,tcp,redis,POL-981,ESTABLISHED,allow,4.067,73,1,port_scan
2025-01-01,13:37:54,10.62.86.48,9531,135.239.140.215,25,tcp,smtp,POL-776,ESTABLISHED,allow,7.069,1903,2,benign
2025-01-01,13:38:05,192.168.196.10,7584,172.28.58.64,143,tcp,imap,POL-389,ESTABLISHED,allow,4.243,2104,2,benign
2025-01-01,13:38:11,10.27.141.160,49354,192.168.161.224,443,tcp,https,POL-227,ESTABLISHED,allow,1.652,1661,2,benign
2025-01-01,13:38:19,10.220.150.117,52441,153.16.124.241,25,tcp,smtp,POL-158,ESTABLISHED,allow,5.858,2983,6,benign
2025-01-01,13:38:38,192.168.184.159,37381,36.30.176.98,80,tcp,http,POL-623,ESTABLISHED,allow,3.404,1573,7,benign
2025-01-01,13:38:57,192.168.56.67,1755,66.232.101.155,5432,tcp,postgres,POL-537,ESTABLISHED,allow,3.193,1880,2,benign
2025-01-01,13:38:58,10.174.247.238,12998,142.162.182.43,53,udp,dns,POL-569,CLOSED,allow,0.156,683,1,benign
2025-01-01,13:39:08,10.85.76.101,43667,194.164.82.8,3389,tcp,rdp,POL-648,ESTABLISHED,allow,7.537,2223,2,benign
2025-01-01,13:39:22,172.23.240.218,36857,187.198.228.120,143,tcp,imap,POL-624,FIN_WAIT,allow,0.238,368,1,benign
2025-01-01,13:39:42,10.234.140.79,14965,192.168.108.215,3306,tcp,mysql,POL-484,ESTABLISHED,allow,2.537,1225,2,benign
2025-01-01,13:39:53,10.102.148.184,50129,209.164.5.111,3306,tcp,mysql,POL-322,ESTABLISHED,allow,8.727,1936,2,benign
2025-01-01,13:40:09,172.19.71.190,56760,139.1.23.91,27017,tcp,mongodb,POL-870,ESTABLISHED,allow,13.827,2350,4,benign
2025-01-01,13:40:20,192.168.138.182,22678,143.76.202.48,53,udp,dns,POL-382,CLOSED,allow,0.355,505,1,benign
2025-01-01,13:40:22,172.22.61.98,64957,192.168.190.150,443,udp,rdp,POL-220,CLOSED,deny,0.054,150,1,ddos
2025-01-01,13:40:34,172.18.100.32,39901,186.105.195.212,27017,tcp,mongodb,POL-288,ESTABLISHED,allow,10.979,1826,2,benign
2025-01-01,13:40:44,10.235.210.230,38674,81.187.207.144,8080,tcp,postgres,POL-290,ESTABLISHED,allow,11.958,5278,7,benign
2025-01-01,13:40:52,192.168.79.135,39748,80.167.47.81,155,tcp,smtp,POL-441,ESTABLISHED,deny,11.907,40,1,port_scan
2025-01-01,13:40:56,192.168.128.82,26047,13.112.40.138,27017,tcp,mongodb,POL-140,ESTABLISHED,allow,1.151,830,1,benign
2025-01-01,13:41:10,192.168.90.41,20960,119.6.166.196,5900,tcp,postgres,POL-873,FIN_WAIT,allow,0.596,574,2,benign
2025-01-01,13:41:16,172.24.17.172,22380,94.226.235.212,80,tcp,http,POL-600,ESTABLISHED,allow,16.702,3349,8,benign
2025-01-01,13:41:24,10.251.174.43,52956,41.195.214.96,53,tcp,imap,POL-883,SYN_ACK,allow,0.549,982,1,benign
2025-01-01,13:41:31,172.31.39.72,8996,82.105.155.216,332,tcp,pop3,POL-597,ESTABLISHED,allow,10.92,203,1,port_scan
2025-01-01,13:41:50,10.99.140.131,59635,210.13.25.89,3306,tcp,mysql,POL-579,ESTABLISHED,allow,4.081,1230,1,benign
2025-01-01,13:41:59,172.24.138.247,7629,5.92.39.148,25,tcp,https,POL-162,ESTABLISHED,allow,2.896,1908,3,benign
2025-01-01,13:42:04,10.82.243.219,14903,51.250.29.253,110,tcp,pop3,POL-948,SYN_ACK,allow,0.348,530,1,benign
2025-01-01,13:42:11,94.164.60.52,53608,65.200.204.1,53,udp,dns,POL-384,CLOSED,allow,0.184,262,1,dns_tunnel
2025-01-01,13:42:25,172.30.244.233,13999,192.168.58.147,110,tcp,pop3,POL-427,ESTABLISHED,allow,2.457,2202,2,benign
2025-01-01,13:42:27,191.18.209.188,7933,83.67.138.229,27017,tcp,mongodb,POL-270,ESTABLISHED,allow,22.021,3747,4,benign
2025-01-01,13:42:27,10.175.54.85,6203,8.21.154.208,143,tcp,imap,POL-677,ESTABLISHED,allow,5.243,2172,2,benign
2025-01-01,13:42:37,10.220.109.114,55997,47.36.83.209,25,tcp,smtp,POL-441,ESTABLISHED,allow,14.276,2922,10,benign
2025-01-01,13:42:56,192.168.9.138,52513,46.51.217.145,6379,tcp,redis,POL-756,ESTABLISHED,allow,1.658,867,1,benign
2025-01-01,13:43:04,10.107.97.60,25938,187.92.127.158,3389,tcp,rdp,POL-913,FIN_WAIT,allow,0.857,2003,6,benign
2025-01-01,13:43:21,172.25.123.81,6631,41.36.235.209,443,tcp,https,POL-212,ESTABLISHED,allow,12.016,2037,2,benign
2025-01-01,13:43:34,172.17.32.218,1975,106.22.56.126,443,tcp,https,POL-633,ESTABLISHED,allow,5.756,15398,20,exfiltration
2025-01-01,13:43:44,10.249.142.134,37932,117.163.75.62,110,tcp,pop3,POL-676,ESTABLISHED,allow,12.014,4514,5,benign
2025-01-01,13:43:47,172.30.175.196,45031,106.35.15.148,143,tcp,imap,POL-749,FIN_WAIT,allow,0.234,904,2,benign
2025-01-01,13:43:59,192.168.48.166,63273,171.183.57.202,22,tcp,ssh,POL-290,ESTABLISHED,allow,4.943,2028,8,benign
2025-01-01,13:44:03,73.87.203.42,34740,53.65.147.120,53,udp,dns,POL-426,CLOSED,allow,0.012,273,1,benign
2025-01-01,13:44:07,10.53.182.75,12369,29.31.135.106,655,tcp,dns,POL-976,ESTABLISHED,deny,7.233,40,1,port_scan
2025-01-01,13:44:17,192.168.158.241,52331,45.156.77.47,80,tcp,http,POL-881,ESTABLISHED,allow,18.525,4761,7,benign
2025-01-01,13:44:32,10.18.127.79,17802,85.35.125.230,80,tcp,http,POL-465,FIN_WAIT,allow,0.393,657,2,benign
2025-01-01,13:44:47,192.168.145.105,38671,65.83.68.217,5432,tcp,postgres,POL-638,ESTABLISHED,allow,2.063,1509,2,benign
2025-01-01,13:44:51,172.22.115.106,57794,192.168.27.167,21,tcp,smtp,POL-727,SYN_ACK,allow,0.535,472,1,benign
2025-01-01,13:45:08,10.223.141.56,25504,10.29.104.19,8443,tcp,http,POL-290,ESTABLISHED,allow,5.186,2009,2,benign
2025-01-01,13:45:11,10.160.54.168,24312,72.78.249.200,80,udp,imap,POL-413,CLOSED,deny,0.252,209,1,ddos
2025-01-01,13:45:25,172.25.249.218,62901,138.150.120.126,3306,tcp,mysql,POL-414,ESTABLISHED,allow,3.639,2407,2,benign
2025-01-01,13:45:29,172.18.82.20,52169,42.1.200.50,27017,tcp,mongodb,POL-208,ESTABLISHED,allow,14.535,2565,6,benign
2025-01-01,13:45:38,192.168.27.243,18331,35.164.232.9,53,udp,dns,POL-702,CLOSED,allow,0.162,695,1,benign
2025-01-01,13:45:44,10.224.155.84,29272,177.131.78.106,110,tcp,pop3,POL-764,ESTABLISHED,allow,13.451,5738,25,benign
2025-01-01,13:45:52,25.64.146.50,24337,190.10.233.206,6379,tcp,redis,POL-561,ESTABLISHED,allow,4.636,1770,5,benign
